data,titulo,fonte,polaridade,peso_impacto,categoria,resumo
2025-08-12 00:00:00-03:00,Problemas técnicos em plataforma offshore,Estadão,-1,0.84,ambiental,Notícia sobre ambiental publicada pela Estadão.
2025-08-13 00:00:00-03:00,Processo judicial afeta projeções,Infomoney,-1,0.56,produção,Notícia sobre produção publicada pela Infomoney.
2025-08-13 00:00:00-03:00,Produção interrompida devido a greve,Estadão,-1,0.62,mercado,Notícia sobre mercado publicada pela Estadão.
2025-08-14 00:00:00-03:00,Reunião de acionistas marcada para próxima semana,Infomoney,0,0.83,produção,Notícia sobre produção publicada pela Infomoney.
2025-08-15 00:00:00-03:00,Novo contrato bilionário fechado,Reuters,1,0.63,ambiental,Notícia sobre ambiental publicada pela Reuters.
2025-08-15 00:00:00-03:00,Mercado aguarda decisão de órgão regulador,Reuters,0,0.74,produção,Notícia sobre produção publicada pela Reuters.
2025-08-15 00:00:00-03:00,Executivo comenta perspectivas do setor,Estadão,0,0.44,produção,Notícia sobre produção publicada pela Estadão.
2025-08-18 00:00:00-03:00,Mercado aguarda decisão de órgão regulador,Bloomberg,0,0.92,financeira,Notícia sobre financeira publicada pela Bloomberg.
2025-08-18 00:00:00-03:00,Queda de receita surpreende analistas,Bloomberg,-1,0.54,ambiental,Notícia sobre ambiental publicada pela Bloomberg.
2025-08-18 00:00:00-03:00,Multa milionária aplicada por órgão regulador,Bloomberg,-1,0.52,ambiental,Notícia sobre ambiental publicada pela Bloomberg.
2025-08-19 00:00:00-03:00,Expansão internacional aprovada,Infomoney,1,0.79,produção,Notícia sobre produção publicada pela Infomoney.
2025-08-19 00:00:00-03:00,Expansão internacional aprovada,Exame,1,0.77,ambiental,Notícia sobre ambiental publicada pela Exame.
2025-08-20 00:00:00-03:00,Reunião de acionistas marcada para próxima semana,Exame,0,0.97,internacional,Notícia sobre internacional publicada pela Exame.
2025-08-20 00:00:00-03:00,Mercado aguarda decisão de órgão regulador,Infomoney,0,0.36,ambiental,Notícia sobre ambiental publicada pela Infomoney.
2025-08-20 00:00:00-03:00,Licença ambiental concedida para novo campo,Estadão,1,0.3,governança,Notícia sobre governança publicada pela Estadão.
2025-08-21 00:00:00-03:00,Empresa anuncia aumento de produção,Exame,1,0.98,internacional,Notícia sobre internacional publicada pela Exame.
2025-08-21 00:00:00-03:00,Reunião de acionistas marcada para próxima semana,Exame,0,0.39,governança,Notícia sobre governança publicada pela Exame.
2025-08-22 00:00:00-03:00,Empresa mantém guidance para o ano,Reuters,0,0.99,financeira,Notícia sobre financeira publicada pela Reuters.
2025-08-22 00:00:00-03:00,Processo judicial afeta projeções,Valor Econômico,-1,0.6,produção,Notícia sobre produção publicada pela Valor Econômico.
2025-08-22 00:00:00-03:00,Expansão internacional aprovada,Valor Econômico,1,0.57,internacional,Notícia sobre internacional publicada pela Valor Econômico.
2025-08-22 00:00:00-03:00,Reunião de acionistas marcada para próxima semana,Estadão,0,0.73,mercado,Notícia sobre mercado publicada pela Estadão.
2025-08-25 00:00:00-03:00,Expansão internacional aprovada,Bloomberg,1,0.73,governança,Notícia sobre governança publicada pela Bloomberg.
2025-08-25 00:00:00-03:00,Executivo comenta perspectivas do setor,Reuters,0,0.76,ambiental,Notícia sobre ambiental publicada pela Reuters.
2025-08-25 00:00:00-03:00,Licença ambiental concedida para novo campo,Estadão,1,0.96,ambiental,Notícia sobre ambiental publicada pela Estadão.
2025-08-26 00:00:00-03:00,Novo contrato bilionário fechado,Reuters,1,0.51,internacional,Notícia sobre internacional publicada pela Reuters.
2025-08-26 00:00:00-03:00,Mercado aguarda decisão de órgão regulador,Estadão,0,0.35,ambiental,Notícia sobre ambiental publicada pela Estadão.
2025-08-26 00:00:00-03:00,Produção interrompida devido a greve,Exame,-1,0.52,governança,Notícia sobre governança publicada pela Exame.
2025-08-26 00:00:00-03:00,Executivo comenta perspectivas do setor,Bloomberg,0,0.63,ambiental,Notícia sobre ambiental publicada pela Bloomberg.
2025-08-27 00:00:00-03:00,Mercado aguarda decisão de órgão regulador,Valor Econômico,0,0.33,financeira,Notícia sobre financeira publicada pela Valor Econômico.
2025-08-27 00:00:00-03:00,Executivo comenta perspectivas do setor,Exame,0,0.13,produção,Notícia sobre produção publicada pela Exame.
2025-08-27 00:00:00-03:00,Problemas técnicos em plataforma offshore,Reuters,-1,0.47,ambiental,Notícia sobre ambiental publicada pela Reuters.
2025-08-27 00:00:00-03:00,Executivo comenta perspectivas do setor,Infomoney,0,0.34,governança,Notícia sobre governança publicada pela Infomoney.
2025-08-28 00:00:00-03:00,Expansão internacional aprovada,Valor Econômico,1,0.84,internacional,Notícia sobre internacional publicada pela Valor Econômico.
2025-08-29 00:00:00-03:00,Executivo comenta perspectivas do setor,Bloomberg,0,0.62,produção,Notícia sobre produção publicada pela Bloomberg.
2025-08-29 00:00:00-03:00,Novo contrato bilionário fechado,Estadão,1,0.17,mercado,Notícia sobre mercado publicada pela Estadão.
2025-09-01 00:00:00-03:00,Novo contrato bilionário fechado,Infomoney,1,0.14,financeira,Notícia sobre financeira publicada pela Infomoney.
2025-09-01 00:00:00-03:00,Produção interrompida devido a greve,Infomoney,-1,0.44,mercado,Notícia sobre mercado publicada pela Infomoney.
2025-09-02 00:00:00-03:00,Executivo comenta perspectivas do setor,Estadão,0,0.99,produção,Notícia sobre produção publicada pela Estadão.
2025-09-03 00:00:00-03:00,Reunião de acionistas marcada para próxima semana,Exame,0,0.44,mercado,Notícia sobre mercado publicada pela Exame.
2025-09-03 00:00:00-03:00,Expansão internacional aprovada,Valor Econômico,1,0.86,governança,Notícia sobre governança publicada pela Valor Econômico.
2025-09-03 00:00:00-03:00,Expansão internacional aprovada,Exame,1,0.52,governança,Notícia sobre governança publicada pela Exame.
2025-09-04 00:00:00-03:00,Problemas técnicos em plataforma offshore,Estadão,-1,0.11,governança,Notícia sobre governança publicada pela Estadão.
2025-09-04 00:00:00-03:00,Queda de receita surpreende analistas,Estadão,-1,0.72,mercado,Notícia sobre mercado publicada pela Estadão.
2025-09-04 00:00:00-03:00,Relatório trimestral divulgado ao mercado,Bloomberg,0,0.77,internacional,Notícia sobre internacional publicada pela Bloomberg.
2025-09-05 00:00:00-03:00,Relatório trimestral divulgado ao mercado,Valor Econômico,0,0.79,governança,Notícia sobre governança publicada pela Valor Econômico.
2025-09-05 00:00:00-03:00,Empresa anuncia aumento de produção,Reuters,1,0.86,internacional,Notícia sobre internacional publicada pela Reuters.
2025-09-05 00:00:00-03:00,Produção interrompida devido a greve,Valor Econômico,-1,0.51,produção,Notícia sobre produção publicada pela Valor Econômico.
2025-09-08 00:00:00-03:00,Produção interrompida devido a greve,Valor Econômico,-1,0.35,financeira,Notícia sobre financeira publicada pela Valor Econômico.
2025-09-08 00:00:00-03:00,Processo judicial afeta projeções,Estadão,-1,0.89,produção,Notícia sobre produção publicada pela Estadão.
2025-09-09 00:00:00-03:00,Relatório trimestral divulgado ao mercado,Valor Econômico,0,0.42,financeira,Notícia sobre financeira publicada pela Valor Econômico.
2025-09-09 00:00:00-03:00,Problemas técnicos em plataforma offshore,Exame,-1,0.7,internacional,Notícia sobre internacional publicada pela Exame.
2025-09-09 00:00:00-03:00,Empresa mantém guidance para o ano,Bloomberg,0,0.8,produção,Notícia sobre produção publicada pela Bloomberg.
2025-09-09 00:00:00-03:00,Mercado aguarda decisão de órgão regulador,Infomoney,0,0.87,internacional,Notícia sobre internacional publicada pela Infomoney.
2025-09-10 00:00:00-03:00,Empresa anuncia aumento de produção,Exame,1,0.18,produção,Notícia sobre produção publicada pela Exame.
2025-09-10 00:00:00-03:00,Empresa anuncia aumento de produção,Reuters,1,0.63,financeira,Notícia sobre financeira publicada pela Reuters.
2025-09-11 00:00:00-03:00,Queda de receita surpreende analistas,Infomoney,-1,0.78,financeira,Notícia sobre financeira publicada pela Infomoney.
2025-09-11 00:00:00-03:00,Executivo comenta perspectivas do setor,Infomoney,0,0.73,ambiental,Notícia sobre ambiental publicada pela Infomoney.
2025-09-11 00:00:00-03:00,Processo judicial afeta projeções,Bloomberg,-1,0.22,mercado,Notícia sobre mercado publicada pela Bloomberg.
2025-09-12 00:00:00-03:00,Licença ambiental concedida para novo campo,Infomoney,1,0.65,mercado,Notícia sobre mercado publicada pela Infomoney.
2025-09-12 00:00:00-03:00,Empresa mantém guidance para o ano,Bloomberg,0,0.6,internacional,Notícia sobre internacional publicada pela Bloomberg.
2025-09-12 00:00:00-03:00,Produção interrompida devido a greve,Reuters,-1,0.75,financeira,Notícia sobre financeira publicada pela Reuters.
2025-09-12 00:00:00-03:00,Empresa mantém guidance para o ano,Estadão,0,0.51,financeira,Notícia sobre financeira publicada pela Estadão.
2025-09-15 00:00:00-03:00,Empresa mantém guidance para o ano,Bloomberg,0,0.66,mercado,Notícia sobre mercado publicada pela Bloomberg.
2025-09-15 00:00:00-03:00,Lucro líquido supera expectativas,Estadão,1,0.95,mercado,Notícia sobre mercado publicada pela Estadão.
2025-09-15 00:00:00-03:00,Problemas técnicos em plataforma offshore,Estadão,-1,0.93,mercado,Notícia sobre mercado publicada pela Estadão.
2025-09-16 00:00:00-03:00,Lucro líquido supera expectativas,Estadão,1,0.16,internacional,Notícia sobre internacional publicada pela Estadão.
2025-09-16 00:00:00-03:00,Processo judicial afeta projeções,Valor Econômico,-1,0.66,ambiental,Notícia sobre ambiental publicada pela Valor Econômico.
2025-09-17 00:00:00-03:00,Mercado aguarda decisão de órgão regulador,Exame,0,0.67,internacional,Notícia sobre internacional publicada pela Exame.
2025-09-17 00:00:00-03:00,Multa milionária aplicada por órgão regulador,Estadão,-1,0.17,financeira,Notícia sobre financeira publicada pela Estadão.
2025-09-18 00:00:00-03:00,Executivo comenta perspectivas do setor,Infomoney,0,0.63,ambiental,Notícia sobre ambiental publicada pela Infomoney.
2025-09-19 00:00:00-03:00,Multa milionária aplicada por órgão regulador,Exame,-1,0.68,governança,Notícia sobre governança publicada pela Exame.
2025-09-19 00:00:00-03:00,Processo judicial afeta projeções,Exame,-1,0.41,mercado,Notícia sobre mercado publicada pela Exame.
2025-09-19 00:00:00-03:00,Expansão internacional aprovada,Estadão,1,0.53,produção,Notícia sobre produção publicada pela Estadão.
2025-09-22 00:00:00-03:00,Novo contrato bilionário fechado,Infomoney,1,0.64,financeira,Notícia sobre financeira publicada pela Infomoney.
2025-09-23 00:00:00-03:00,Problemas técnicos em plataforma offshore,Reuters,-1,0.25,governança,Notícia sobre governança publicada pela Reuters.
2025-09-23 00:00:00-03:00,Problemas técnicos em plataforma offshore,Valor Econômico,-1,0.26,governança,Notícia sobre governança publicada pela Valor Econômico.
2025-09-23 00:00:00-03:00,Problemas técnicos em plataforma offshore,Exame,-1,0.21,produção,Notícia sobre produção publicada pela Exame.
2025-09-24 00:00:00-03:00,Empresa mantém guidance para o ano,Exame,0,0.9,governança,Notícia sobre governança publicada pela Exame.
2025-09-25 00:00:00-03:00,Mercado aguarda decisão de órgão regulador,Exame,0,0.72,internacional,Notícia sobre internacional publicada pela Exame.
2025-09-26 00:00:00-03:00,Multa milionária aplicada por órgão regulador,Bloomberg,-1,0.53,mercado,Notícia sobre mercado publicada pela Bloomberg.
2025-09-29 00:00:00-03:00,Processo judicial afeta projeções,Valor Econômico,-1,0.89,mercado,Notícia sobre mercado publicada pela Valor Econômico.
2025-09-29 00:00:00-03:00,Expansão internacional aprovada,Bloomberg,1,0.15,ambiental,Notícia sobre ambiental publicada pela Bloomberg.
2025-09-30 00:00:00-03:00,Licença ambiental concedida para novo campo,Estadão,1,0.18,internacional,Notícia sobre internacional publicada pela Estadão.
2025-09-30 00:00:00-03:00,Executivo comenta perspectivas do setor,Reuters,0,0.99,ambiental,Notícia sobre ambiental publicada pela Reuters.
2025-10-01 00:00:00-03:00,Relatório trimestral divulgado ao mercado,Valor Econômico,0,0.54,governança,Notícia sobre governança publicada pela Valor Econômico.
2025-10-01 00:00:00-03:00,Executivo comenta perspectivas do setor,Valor Econômico,0,0.43,internacional,Notícia sobre internacional publicada pela Valor Econômico.
2025-10-01 00:00:00-03:00,Empresa mantém guidance para o ano,Bloomberg,0,0.77,internacional,Notícia sobre internacional publicada pela Bloomberg.
2025-10-02 00:00:00-03:00,Queda de receita surpreende analistas,Bloomberg,-1,0.22,ambiental,Notícia sobre ambiental publicada pela Bloomberg.
2025-10-02 00:00:00-03:00,Mercado aguarda decisão de órgão regulador,Estadão,0,0.86,governança,Notícia sobre governança publicada pela Estadão.
2025-10-03 00:00:00-03:00,Mercado aguarda decisão de órgão regulador,Exame,0,0.2,governança,Notícia sobre governança publicada pela Exame.
2025-10-03 00:00:00-03:00,Executivo comenta perspectivas do setor,Exame,0,0.58,governança,Notícia sobre governança publicada pela Exame.
2025-10-03 00:00:00-03:00,Queda de receita surpreende analistas,Reuters,-1,0.34,produção,Notícia sobre produção publicada pela Reuters.
2025-10-06 00:00:00-03:00,Processo judicial afeta projeções,Reuters,-1,0.61,governança,Notícia sobre governança publicada pela Reuters.
2025-10-07 00:00:00-03:00,Multa milionária aplicada por órgão regulador,Valor Econômico,-1,0.39,internacional,Notícia sobre internacional publicada pela Valor Econômico.
2025-10-08 00:00:00-03:00,Processo judicial afeta projeções,Infomoney,-1,0.41,produção,Notícia sobre produção publicada pela Infomoney.
2025-10-08 00:00:00-03:00,Executivo comenta perspectivas do setor,Infomoney,0,0.42,governança,Notícia sobre governança publicada pela Infomoney.
2025-10-08 00:00:00-03:00,Mercado aguarda decisão de órgão regulador,Bloomberg,0,0.53,financeira,Notícia sobre financeira publicada pela Bloomberg.
2025-10-08 00:00:00-03:00,Empresa mantém guidance para o ano,Valor Econômico,0,0.76,mercado,Notícia sobre mercado publicada pela Valor Econômico.
2025-10-09 00:00:00-03:00,Lucro líquido supera expectativas,Exame,1,0.49,produção,Notícia sobre produção publicada pela Exame.
2025-10-09 00:00:00-03:00,Processo judicial afeta projeções,Reuters,-1,0.36,governança,Notícia sobre governança publicada pela Reuters.
2025-10-09 00:00:00-03:00,Mercado aguarda decisão de órgão regulador,Exame,0,0.68,produção,Notícia sobre produção publicada pela Exame.
2025-10-10 00:00:00-03:00,Produção interrompida devido a greve,Bloomberg,-1,0.55,mercado,Notícia sobre mercado publicada pela Bloomberg.
2025-10-10 00:00:00-03:00,Empresa mantém guidance para o ano,Valor Econômico,0,0.94,internacional,Notícia sobre internacional publicada pela Valor Econômico.
2025-10-13 00:00:00-03:00,Problemas técnicos em plataforma offshore,Reuters,-1,0.24,mercado,Notícia sobre mercado publicada pela Reuters.
2025-10-14 00:00:00-03:00,Mercado aguarda decisão de órgão regulador,Estadão,0,0.87,governança,Notícia sobre governança publicada pela Estadão.
2025-10-14 00:00:00-03:00,Problemas técnicos em plataforma offshore,Exame,-1,0.83,ambiental,Notícia sobre ambiental publicada pela Exame.
2025-10-14 00:00:00-03:00,Processo judicial afeta projeções,Exame,-1,0.86,mercado,Notícia sobre mercado publicada pela Exame.
2025-10-15 00:00:00-03:00,Executivo comenta perspectivas do setor,Reuters,0,0.47,mercado,Notícia sobre mercado publicada pela Reuters.
2025-10-15 00:00:00-03:00,Expansão internacional aprovada,Reuters,1,0.2,ambiental,Notícia sobre ambiental publicada pela Reuters.
2025-10-15 00:00:00-03:00,Mercado aguarda decisão de órgão regulador,Infomoney,0,0.97,internacional,Notícia sobre internacional publicada pela Infomoney.
2025-10-16 00:00:00-03:00,Produção interrompida devido a greve,Valor Econômico,-1,0.98,produção,Notícia sobre produção publicada pela Valor Econômico.
2025-10-16 00:00:00-03:00,Mercado aguarda decisão de órgão regulador,Reuters,0,0.75,governança,Notícia sobre governança publicada pela Reuters.
2025-10-16 00:00:00-03:00,Licença ambiental concedida para novo campo,Bloomberg,1,0.75,mercado,Notícia sobre mercado publicada pela Bloomberg.
2025-10-16 00:00:00-03:00,Executivo comenta perspectivas do setor,Bloomberg,0,0.53,financeira,Notícia sobre financeira publicada pela Bloomberg.
2025-10-17 00:00:00-03:00,Novo contrato bilionário fechado,Bloomberg,1,0.27,produção,Notícia sobre produção publicada pela Bloomberg.
